14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,3,9,9,9,9,9,9,9,9,9,9,9,9,4,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,11,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,5,10,10,10,10,10,10,10,10,10,10,10,10,6,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
