14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,14,14,14,14,14,14,14,14,14,14,14,14,9,14
14,9,14,9,9,9,9,9,9,9,9,9,9,14,9,14
14,9,14,9,7,9,13,13,13,13,13,13,9,14,9,14
14,9,14,9,9,9,13,13,13,13,13,13,9,14,9,14
14,9,14,9,13,13,13,13,13,13,13,13,9,14,9,14
14,9,14,9,13,13,13,1,1,13,13,13,9,14,9,14
14,9,14,9,13,13,13,1,1,13,13,13,9,14,9,14
14,9,14,9,13,13,13,13,13,13,13,13,9,14,9,14
14,9,14,9,13,13,13,13,13,13,9,9,9,14,9,14
14,9,14,9,13,13,13,13,13,13,9,14,14,14,9,14
14,9,14,9,9,9,9,9,9,9,9,14,9,9,9,14
14,9,14,14,14,14,14,14,14,14,9,14,9,11,9,14
14,9,9,9,9,9,9,9,9,9,9,14,9,9,9,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
