14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,14,14,14,14,14,14,14,14,14,14,14,14,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,13,13,13,13,13,13,13,13,13,13,9,9,9,14
14,9,13,13,13,13,13,13,13,13,13,13,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,14,14,14,14,14,14,14,14,14,14,14,14
14,9,9,9,14,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,14,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,14,9,9,9,9,9,9,9,9,9,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,7,9,14
14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
